source_program,source_file,source_id,source_kind,question
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q52,bank,"What are the documented assault rates, crime rates, and safety perception among riders in comparable transit systems, and what interventions are associated with safer service?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q53,bank,"What are the most promising innovations being piloted or deployed in transit agencies globally (autonomous shuttles, hyperloop, on-demand transit, AI-based operations, real-time passenger information)?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q54,bank,"What is the staffing model (operator-to-vehicle ratio, management structure, training investment, compensation) in high-performing transit systems, and how does TTC compare?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q55,bank,"What is the customer satisfaction score (NPS, CSAT) in comparable transit systems, and what are the drivers of satisfaction (cleanliness, reliability, speed, safety, staff courtesy, accessibility)?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q56,bank,"What is the historical capital cost per km of new transit line in Toronto (TTC subway, streetcar, bus rapid transit) compared to comparable North American projects and international benchmarks?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q57,bank,"What is the typical project development timeline (concept to revenue service opening) for transit projects in Toronto compared to peer cities, and what are the delays and cost drivers?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q58,bank,"What is the current procurement process for TTC capital projects (design-bid-build vs. design-build vs. public-private partnership), and what are the performance outcomes (cost, schedule, quality) by procurement model?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q59,bank,"What financing mechanisms are available for transit capital projects in Toronto (property tax, debt, toll revenues, air rights, transit-oriented development value capture) and what is the current and potential revenue from each?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q60,bank,"What is the ridership outcome per dollar of capital investment for TTC projects (passengers per annum per million dollars invested), and what predicts cost-effectiveness?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q61,bank,What is the documented cost of land acquisition for transit projects in Toronto (per km or per station) and how does it vary by location and zoning context?
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q62,bank,"What is the documented cost of utility relocation and conflicts on transit construction projects in Toronto, and what percentage of cost overruns are attributable to utility issues?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q63,bank,What is the current union staffing requirements for TTC capital projects (as proportion of total project labor) and what is the labor cost inflation from prevailing wage requirements?
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q64,bank,"What are the documented capital and operating costs of emerging construction technologies (tunnelling boring machine advances, modular station construction, prefabricated components) and their potential application in Toronto transit projects?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q65,bank,"What is the documented traffic, business, and resident disruption from transit construction in Toronto (lane closures, noise, vibration, air quality) and what is the economic impact and mitigation strategy?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q66,bank,"What are the environmental review and permitting requirements for transit projects in Toronto, and what is the timeline and cost impact of the environmental assessment process?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q67,bank,"What is the documented community opposition and litigation risk for transit projects in Toronto, what are the main sources of opposition, and what mitigation strategies reduce opposition and delay?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q68,bank,"What is the current TTC fare structure (adult, student, senior, cash/card, token, monthly pass) and what is the effective price paid per ride by demographic (income, age, frequency)?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q69,bank,"What is the proportion of TTC riders' income spent on transit (transit cost as share of household income) by income quintile, and what is the equity impact of current fares?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q70,bank,"What is the price elasticity of demand for TTC service (ridership change per 1% fare change) overall and by demographic (income, age, purpose)?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q71,bank,"What percentage of Toronto's low-income population has access to TTC affordability programs (low-income passes, subsidized fares) and what is the eligibility, uptake, and barriers?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q72,bank,"What is the current fare integration between TTC and GO Transit (separate fares, payment systems, transfer policies) and what is the revenue and ridership impact of full One Fare integration?"
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q73,bank,What is the geographic equity in transit fares across Toronto (central vs. outer ring) and what is the impact on access to jobs and services for outer-ring residents?
transit_foundations,research/transit_foundations/QUESTIONS_EXTENDED.md,TF-Q74,bank,"What is the current adoption of contactless/mobile payment methods (credit card, mobile wallet, phone app) among TTC riders and what is the impact on dwell time and payment processing cost?"
